Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2022-06-07,05_Jun_2022,No,No,No,,3 stars,P4R71,maybe not the best for sensitive skin…,"i don’t understand why fab markets this as a repair cream. it’s a nicely hydrating moisturizer that isn’t thick or greasy and it gets the job done. but the inclusion of eucalyptus oil just ruins the whole moisturizer imo. i’ve been using this for a couple of days, the first time i tried it, it stung a bit around my nose & chin but i ignored it bc i was also exfoliating that night. today, my skin feels very sensitized and my products have started to sting so i’ve decided to stop using it :/ first aid beauty if by any chance you’re reading sephora reviews please remove the eucalyptus oil from this moisturizer it’s defeating the whole purpose of being a repairing cream!!!",8,0,materialabe,"Brown eyes, Black hair, Olive skin tone, Combination skin",,Acne,1
2022-06-03,29_May_2022,No,Yes,No,,5 stars,P4R72,SIMPLY THE BEST,This is a 10/10. I prefer the bottle formulation over the tub. I suffer from severe eczema and dry patches on my eyes and cheeks and this literally healed it in less than 2 days!!! It’s literally a miracle. Absolutely fabulous for dry sensitive skin. I’ve tried it all and this has to be the best.,3,0,Bridget24,"Hazel eyes, Blonde hair, Light skin tone, Dry skin",,Dark Circles,1
2022-06-01,29_May_2022,No,Yes,No,,5 stars,P4R73,Best Moisturizer EVER,Literally the best moisturizer I’ve ever used. Helps soothe my acne and moisturizes me without feeling heavy. Perfect for your hands as well. Couldn’t recommend this enough!,2,0,EmilyGrace86537,"Hazel eyes, Brunette hair, Porcelain skin tone, Combination skin",,Acne,1
2022-06-01,29_May_2022,No,Yes,No,,5 stars,P4R74,,awesome!! helped w texture and hydration- noticeable difference after a day,0,0,viivian,"Brown eyes, Black hair, Fair skin tone, Normal skin",,Dark Circles,1
2022-05-31,29_May_2022,Yes,No,No,,2 stars,P4R75,Wrong for dry skin,"Not the products fault but this was recommended by one of Sephora's ""experts"" for me.  I told her I had VERY dry skin and my age.  She recommended this product - it's just the wrong product for my skin - it's actually somehow making my skin dryer and feeling parched.  I'll just go back to Oil of Olay at least my skin's not tight with their products.",3,2,DrySkinMature,"Brown eyes, Auburn hair, Fair skin tone, Dry skin",,Aging,1
2022-05-30,29_May_2022,No,Yes,No,,4 stars,P4R76,luxurious feel,"One of the best creams I’ve ever used as far as feel. I put it on my hands after I’ve put on all of my lotions etc. post-shower. I do this because it feels so nice as a top coat. I don’t think it hydrated my skin all that much however, nor does it last for a super long time. I just use it for how incredibly good it feels on my hands. So smooth!",2,0,scuffpuppi,"Hazel eyes, Brunette hair, Light skin tone, Dry skin",,Aging,1
2022-05-29,29_May_2022,No,Yes,No,,5 stars,P4R77,No nonsense moisturizer,"Been using this as a night time moisturizer, feels great on the skin, very nice ingredient list/formula, doesn’t smell, and doesn’t sweat out like most heavy moisturizers I have tried… and is significantly less expensive than most other brands of this quality, highly recommend! 
The only caveat is that it just isn’t very exciting. It does what I want it to do, which is moisturize & occlude, and the colloidal oatmeal seems to soften & heal blemish marks. But otherwise it’s just a plain moisturizer with no frills.",3,1,waterOtter17,"Blue eyes, Blonde hair, Fair skin tone, Oily skin",,Acne,1
2022-05-25,22_May_2022,No,No,Yes,,1 star,P4R78,"smells bad, feels weird.","I'm glad I got this as a sample, because I don't think I can finish this...it smells like vomit and doesn't feel like it cleans my combination skin. I really wanted to give it a chance, slightly holding my breath while rubbing it on my face, and made it through most of the tube (the sample size was fairly decent), and I didn't notice any results, just a weird waxy coating. I would not purchase this. And for real, I can't emphasize how bad it smells.",6,11,mdnghtsun,"Blue eyes, Brunette hair, Fair skin tone, Combination skin",,,1
2022-05-24,22_May_2022,No,Yes,No,,5 stars,P4R79,My go to daytime moisturizer,This is my go to daily moisturizer. I live in a very dry state. This is very moisturizing and gentle. It is great to use during the day under your make up to get the hydration without looking super greasy. Very great product for the price. No frills just you get what is advertised,1,0,CandyCO,"Green eyes, Blonde hair, Medium skin tone, Combination skin",,Acne,1
2022-05-21,15_May_2022,No,Yes,No,,5 stars,P4R80,Skin Savior,this stuff literally saved my skin. I had horrible perioral dermatitis around my nose and this helped clear it up. no irritating fragrance and makes your skin look baby smooth.,3,0,amandaruthh,"Brown eyes, Blonde hair, Fair skin tone, Normal skin",,Dullness,1
2022-05-21,15_May_2022,No,Yes,No,,4 stars,P4R81,Careful if you have dry sensitive/eczema prone ski,"I have combo/dry sensitive skin with occasional perioral dermatitis. I wanted something thicker than lotion so I tried this. After I wash my face, I use HA serum then this cream. If you don't have inflamed skin/open wounds on your face, this is a great moisturizer but since I have the condition around my mouth, this stings for several seconds. 
I ended up using this everywhere else on my face since I don't have that reaction elsewhere. Another thing is that I didn't find this as moisturizing alone and often find myself layering another layer of cream on top. 
If you have a skintype like mine, I'd suggest just using a cheaper moisturizing cream mixed with a couple drops of non-comedogenic hydrating oil. This is still a good product as it was more moisturizing than my previous lotion. I'd buy again when my eczema is tamed and my skin isn't as dry.",3,1,hopeduong,"Brown eyes, Black hair, Medium skin tone, Combination skin",,Acne,1
2022-05-17,15_May_2022,No,No,No,,2 stars,P4R82,not what I expected,Good consistency. Doesn’t irritate my sensitive skin. But my god the pilling is HORRIBLE. You can’t layer this with anything. I hate that I can feel a layer of this sitting on top of my skin and it doesn’t actually moisturize as much as I thought it would given how thick it is. Returning this ASAP.,6,1,natapola18,"Brown eyes, Brunette hair, Tan skin tone, Combination skin",,Acne,1
2022-05-11,08_May_2022,No,Yes,No,,5 stars,P4R83,,"Love this profuct! Got on sale for Black Friday, better products for price, but if you can get on sale definitely recommend!",2,1,nadialynn09,"Brown eyes, Brunette hair, Porcelain skin tone, Combination skin",,Acne,1
2022-05-06,01_May_2022,No,No,No,,1 star,P4R84,Hate this,This is the worst cream I have ever used. It irritates my skin and doesn't provide any moisture even though it's very thick. I'll stick to Kiehls and Clinique.,7,14,KeenaBel,"Hazel eyes, Brunette hair, Deep skin tone, Normal skin",,Acne,1
2022-05-05,01_May_2022,No,Yes,No,,5 stars,P4R85,,Love it…it’s so hydrating. Would definitely recommend. I have combination skin but it never gave me any break outs.,4,0,Ravinder22,"Brown eyes, Black hair, Medium skin tone, Combination skin",,Acne,1
2022-05-04,01_May_2022,No,Yes,No,,4 stars,P4R86,Great nighttime moisturizer but pills,Love love love this product as I have super dry skin especially in my T zone. My only negative comment that held me back from giving this product 5 stars is that this product PILLS extremely under any makeup and sunscreen I put on top. This is why I only wear it at night and it works for me.,4,0,francescabourdi,"Brown eyes, Brunette hair, Medium skin tone, Dry skin",,,1
2022-05-04,01_May_2022,Yes,Yes,No,,5 stars,P4R87,,"I had to switch from my last moisturizer due to price. This is widely recommended by so many people and the right price point. The texture doesn't feel like it sinks into my skin well, but it is doing better taking away the redness in my checks than the last moisturizer I was using, so it must be. Overall, very happy with it. I am not acne prone and on the first day I used it I got the tiniest white-head below my lip, but that's it.",1,1,RxyH,"Hazel eyes, Brunette hair, Fair skin tone, Combination skin",,Acne,1
2022-05-02,01_May_2022,No,No,No,,3 stars,P4R88,MEH,"For a long time I remember wanting this moisturizer so bad and when I finally got it on sale for black Friday, I was ecstatic. Unfortunately, it wasn't as moisturizing as I thought it would be. In fact, I didn't like it as a body moisturizer either but I'll continue to use it Simply because I have it. although I know some people who love it and I know that FAB has other amazing products, I'll have to give this one a pass.",5,4,CamilleBenjamin,"Brown eyes, Brunette hair, Dark skin tone, Combination skin",,Acne,1
2022-05-02,01_May_2022,Yes,Yes,No,,5 stars,P4R89,Quality Face Cream,"I am consistently happy with First Aid Beauty products. Good quality, does the job.",1,0,MorganneEM,"Blue eyes, Brunette hair, Light skin tone, Dry skin",,Aging,1
2022-04-29,24_Apr_2022,No,Yes,No,,5 stars,P4R90,Worth it!,I’ve never tried a higher end face cream. I’ve always used Cerave. Wow…this is so worth it. It feels luxurious. My skin feels hydrated. Absolutely no irritation. Will continue to repurchase.,3,0,smn4,"Brown eyes, Brunette hair, Light skin tone, Normal skin",,Acne,1
2022-04-29,24_Apr_2022,No,No,No,,3 stars,P4R91,Burns and pills,I was excited when I found this because of the price for 6oz of product. Unfortunately it doesn’t work well for my skin. It burns when I put it on after my skincare routine and pills when I put on makeup. My other face moisturizers do not do this. It works fine as a moisturizer on my arms and hands so I just use it for that purpose.,5,2,theseatheair,"Brown eyes, Brunette hair, Fair skin tone, Combination skin",,Acne,1
2022-04-27,24_Apr_2022,Yes,Yes,No,,5 stars,P4R92,,"I love this face cream. I tried Kiehls for a few months and that was okay. I ended up purchasing this Ultra Repair Cream in hopes that it would help with my redness and capillaries on my cheeks. I did notice a minor difference. I normally wear this over Youth To The People
Triple Peptide + Cactus Hydrating + Firming Oasis Serum and my makeup looks beautiful. I have sensitive combo skin and I've had no bad reactions to this. I like the scent also.",1,0,Nancyybel,"Brown eyes, Brunette hair, Medium skin tone, Combination skin",,Blackheads,1
2022-04-23,17_Apr_2022,No,Yes,No,,5 stars,P4R93,,"Personally, I have dry and sensitive skin. This moisturizer is very hydrating and the price for the amount is reasonable in my opinion. Before I used this, I used kiehls moisturizer and I would say the two are similar in hydrating, but this one is thicker in consistency compared to kiehls.",4,0,hannahxli,"Brown eyes, Black hair, Fair skin tone, Dry skin",,,1
2022-04-21,17_Apr_2022,No,Yes,No,,5 stars,P4R94,,"I have a lot of fancier moisturizers with prettier packaging, but I keep coming back to this because it works so beautifully for my aging combination skin that’s prone to redness and sensitivity. I feel that my dry & oily skin areas are much more balanced when I’m using this product and it keeps my skin calm and well hydrated. Can’t really ask for more than that.",2,0,kate3671,"Blue eyes, Red hair, Fair skin tone, Combination skin",,Acne,1
2022-04-19,17_Apr_2022,No,Yes,No,,5 stars,P4R95,A good option,"A good moisturizer, maybe a littler bit basic for the price but the amount that you get is pretty good. May be too much for oily skin for all other skin types it should be good.",1,1,JakeDeNure,"Brown eyes, Brunette hair, Light skin tone, Combination skin",,,1
2022-04-19,17_Apr_2022,No,Yes,No,,3 stars,P4R96,i think they reformulated,"i’ve used this before about a year or so ago & i absolutely loved it, but it’s just but this again during the sale & it doesn’t feel the same, it feels so different. it does hydrate the skin which is good, but there’s like a very very small cooling sensation almost.",6,5,peruvianelle,"Brown eyes, Brunette hair, Tan skin tone, Dry skin",,Acne,1
