Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, love that it has clean ingredients,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, dry,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,29, Tub size is quite large,7,4,5.0,5.0,, red,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Texture,241,4.775933609958506,2, absorbs it immediately,14,12,4.833333333333333,4.857142857142857,, rich but not so that it would clog my pores,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, love that it has clean ingredients,P4R707,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, ery dry,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,700,4.817142857142857,29, Tub size is quite large,7,4,5.0,5.0,, red,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, and sensitive skin,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Texture,241,4.775933609958506,22, husband,4,3,5.0,5.0,, osh that it would clog my pores,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, love that it has clean ingredients,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, ery dry,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,29, Tub size is quite large,7,4,5.0,5.0,, red,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, and sensitive skin,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Texture,241,4.775933609958506,22, husband,4,3,5.0,5.0,, osh that it would clog my pores,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, love that it has clean ingredients,P4R708,5,21 May 2020,Yes,Yes,No,7,2,,Acne
Positive,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, skin looks so plump,P4R709,5,20 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, skin looks so plump,P4R709,5,20 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, my favorite moisturizer of all time,P4R710,5,20 May 2020,No,Yes,No,5,1,,Blackheads
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, literally changes your skin overnight,P4R710,5,20 May 2020,No,Yes,No,5,1,,Blackheads
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, my favorite moisturizer of all time,P4R710,5,20 May 2020,No,Yes,No,5,1,,Blackheads
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, literally changes your skin overnight,P4R710,5,20 May 2020,No,Yes,No,5,1,,Blackheads
Positive,,,,Skin,700,4.817142857142857,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry and dehydrated skin,P4R711,5,20 May 2020,No,Yes,No,9,0,,Dullness
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, now after a week the dry patches are totally gone,P4R711,5,20 May 2020,No,Yes,No,9,0,,Dullness
Negative,,,,Skin,699,4.816881258941344,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry and dehydrated skin,P4R711,5,20 May 2020,No,Yes,No,9,0,,Dullness
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, now after a week the dry patches are totally gone,P4R711,5,20 May 2020,No,Yes,No,9,0,,Dullness
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, Its a really good thick cream,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, didn’t break me out personally,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Purchase,46,4.934782608695652,3, dark acne scars,4,4,5.0,5.0,, and will be repurchasing,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, Its a really good thick cream,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, didn’t break me out personally,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Purchase,46,4.934782608695652,3, dark acne scars,4,4,5.0,5.0,, and will be repurchasing,P4R715,5,17 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, limited edition size Spring sale,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, great reviews,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,700,4.817142857142857,6, Very gentle,22,22,4.818181818181818,4.818181818181818,, fair skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,700,4.817142857142857,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, plumping my fine lines,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Texture,241,4.775933609958506,7, fungal acne,11,11,4.818181818181818,4.818181818181818,, found it soothing,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, limited edition size Spring sale,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, great reviews,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Skin,699,4.816881258941344,6, Very gentle,22,22,4.818181818181818,4.818181818181818,, fair skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Skin,699,4.816881258941344,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, plumping my fine lines,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Negative,,,,Texture,241,4.775933609958506,7, fungal acne,11,11,4.818181818181818,4.818181818181818,, found it soothing,P4R716,4,17 May 2020,Yes,Yes,No,12,0,,Acne
Positive,,,,Skin,700,4.817142857142857,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Application,74,4.797297297297297,1, very dry T-Zone quickly,13,13,4.6923076923076925,4.6923076923076925,, combination with my acne products,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, doesn’t feel oily or greasy,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, Definitely worth purchasing.,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Negative,,,,Skin,699,4.816881258941344,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Negative,,,,Application,74,4.797297297297297,1, very dry T-Zone quickly,13,13,4.6923076923076925,4.6923076923076925,, combination with my acne products,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Negative,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, doesn’t feel oily or greasy,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Negative,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, Definitely worth purchasing.,P4R719,5,16 May 2020,No,Yes,No,2,1,,Acne
Positive,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, I’m white,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Demographic,54,4.962962962962963,4, combination acne prone skin,5,5,5.0,5.0,,,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Purchase,46,4.934782608695652,2, Very gentle,16,16,4.9375,4.9375,, bought my fifth 6.0 oz tub,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, feels clean on my skin,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs quickly,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, Sephora the price is reasonable,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Packaging,52,4.788461538461538,3, dark acne scars,12,12,4.916666666666667,4.916666666666667,, 6 oz lasts me six months,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Demographic,54,4.962962962962963,2, very dry T-Zone quickly,13,13,5.0,5.0,, I’m white,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Demographic,54,4.962962962962963,4, combination acne prone skin,5,5,5.0,5.0,,,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Purchase,46,4.934782608695652,2, Very gentle,16,16,4.9375,4.9375,, bought my fifth 6.0 oz tub,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, feels clean on my skin,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Texture,241,4.775933609958506,9, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, absorbs quickly,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, Sephora the price is reasonable,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Negative,,,,Packaging,52,4.788461538461538,3, dark acne scars,12,12,4.916666666666667,4.916666666666667,, 6 oz lasts me six months,P4R720,5,16 May 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not greasy,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Application,74,4.797297297297297,2, calm any redness,13,12,4.75,4.769230769230769,, Makeup sat really nicely on top of it,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Negative,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not greasy,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Negative,,,,Application,74,4.797297297297297,2, calm any redness,13,12,4.75,4.769230769230769,, Makeup sat really nicely on top of it,P4R721,4,15 May 2020,No,No,Yes,5,0,,Acne
Positive,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not greasy,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Positive,,,,Application,74,4.797297297297297,0, Very gentle,16,15,4.866666666666666,4.8125,, my face,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Positive,,,,Application,74,4.797297297297297,5, absorbs very well,6,5,4.8,4.666666666666667,, hands,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Positive,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, knees and elbows,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, good price for the amount,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Negative,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, not greasy,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Negative,,,,Application,74,4.797297297297297,0, Very gentle,16,15,4.866666666666666,4.8125,, my face,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Negative,,,,Application,74,4.797297297297297,5, absorbs very well,6,5,4.8,4.666666666666667,, hands,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Negative,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, knees and elbows,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, good price for the amount,P4R723,5,12 May 2020,No,Yes,No,7,5,,
Positive,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, Drunk Elephant’s hydration,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Positive,,,,Packaging,52,4.788461538461538,4, never caused an acne flare,7,7,5.0,5.0,, also is huge so will last a long time,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, ot insanely expensive,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Negative,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, Drunk Elephant’s hydration,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Negative,,,,Packaging,52,4.788461538461538,4, never caused an acne flare,7,7,5.0,5.0,, also is huge so will last a long time,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, ot insanely expensive,P4R724,5,12 May 2020,No,Yes,No,39,1,,Aging
Positive,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, my go to when it’s cold,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, skin is dry,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Positive,,,,Skin,700,4.817142857142857,39, this one is PERFECTION,14,14,4.571428571428571,4.571428571428571,, sensitive,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Positive,,,,Skin,700,4.817142857142857,30, combination skin,15,15,4.733333333333333,4.733333333333333,, with a little rosacea,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Negative,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, my go to when it’s cold,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, skin is dry,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Negative,,,,Skin,699,4.816881258941344,39, this one is PERFECTION,14,14,4.571428571428571,4.571428571428571,, sensitive,P4R725,5,12 May 2020,No,Yes,No,7,2,,
Positive,,,,Demographic,54,4.962962962962963,8, recommend trying this product,7,6,4.833333333333333,4.857142857142857,, northern Nevada,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Skin,700,4.817142857142857,0, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, extra dry lately,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry flakey patches on my chin and cheeks,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Ingredients,12,4.833333333333333,0, very dry T-Zone quickly,12,9,4.888888888888889,4.833333333333333,, love the colloidal oatmeal,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Texture,241,4.775933609958506,15, fungal acne,10,10,4.6,4.6,, face feel velvety soft,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, Not greasy,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Demographic,54,4.962962962962963,8, recommend trying this product,7,6,4.833333333333333,4.857142857142857,, northern Nevada,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Skin,699,4.816881258941344,0, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, extra dry lately,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry flakey patches on my chin and cheeks,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Ingredients,12,4.833333333333333,0, very dry T-Zone quickly,12,9,4.888888888888889,4.833333333333333,, love the colloidal oatmeal,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Texture,241,4.775933609958506,15, fungal acne,10,10,4.6,4.6,, face feel velvety soft,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Negative,,,,Texture,241,4.775933609958506,19, dark acne scars,30,27,4.925925925925926,4.933333333333334,, Not greasy,P4R726,5,10 May 2020,No,Yes,Yes,4,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, Spring Sale,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Positive,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, very thick,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels like water,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Positive,,,,Application,74,4.797297297297297,2, calm any redness,13,12,4.75,4.769230769230769,, look good under makeup,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, kept my dry patches moisturized,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,1, very dry T-Zone quickly,19,19,4.421052631578948,4.421052631578948,, Spring Sale,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Negative,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, very thick,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels like water,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Negative,,,,Application,74,4.797297297297297,2, calm any redness,13,12,4.75,4.769230769230769,, look good under makeup,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, kept my dry patches moisturized,P4R727,5,10 May 2020,Yes,Yes,No,13,0,,Acne
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, crazy dry skin,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,36, very moisturizing,4,4,5.0,5.0,, combination,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, mostly dry,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, goes well under my primer,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,3, Very gentle,18,18,5.0,5.0,, very happy with this,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, will recommend it to most anyone,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, crazy dry skin,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,35, very moisturizing,4,4,5.0,5.0,, combination,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, mostly dry,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, goes well under my primer,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,3, Very gentle,18,18,5.0,5.0,, very happy with this,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, will recommend it to most anyone,P4R728,5,09 May 2020,Yes,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Positive,,,,Skin,700,4.817142857142857,0, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, no dryness at all,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, best moisturizer I’ve ever used,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Negative,,,,Skin,699,4.816881258941344,0, very dry T-Zone quickly,22,22,4.863636363636363,4.863636363636363,, no dryness at all,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, best moisturizer I’ve ever used,P4R729,5,08 May 2020,No,Yes,No,12,2,,Acne
Positive,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, purchased a mini size of this cream with some points,P4R730,4,07 May 2020,No,Yes,No,18,1,,Cellulite
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, redness is almost gone,P4R730,4,07 May 2020,No,Yes,No,18,1,,Cellulite
Negative,,,,Motivation,75,4.386666666666667,4, Very gentle,17,17,4.823529411764706,4.823529411764706,, purchased a mini size of this cream with some points,P4R730,4,07 May 2020,No,Yes,No,18,1,,Cellulite
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, redness is almost gone,P4R730,4,07 May 2020,No,Yes,No,18,1,,Cellulite
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, This $30 cream was half the price,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, better reviews,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry patches have disappeared,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn't have a scent,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, This $30 cream was half the price,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Negative,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, better reviews,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry patches have disappeared,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Negative,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn't have a scent,P4R731,5,06 May 2020,No,Yes,No,10,0,25-34,Redness
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, most sensitive skin i,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, so moisturizing,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price is amazing.,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, most sensitive skin i,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, so moisturizing,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, price is amazing.,P4R732,5,06 May 2020,Yes,Yes,No,2,1,,Acne
Positive,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn’t have a smell,P4R733,4,06 May 2020,No,Yes,No,2,2,,Blackheads
